InvoiceNo,InvoiceDate,CustomerID,ProductID,Quantity,UnitPrice,TotalAmount
INV0036687,11/22/2024,C0448,P013,4,35.78,143.12
INV0036688,3/8/2024,C1885,P077,3,825.61,2476.83
INV0036689,8/3/2024,C0200,P044,2,29.11,58.22
INV0036690,8/9/2024,C0858,P064,5,1264.97,6324.85
INV0036691,4/23/2024,C0329,P069,2,466.09,932.18
INV0036692,5/24/2025,,,3,1457.71,4373.13
INV0036693,6/5/2025,C1514,P070,1,45.31,45.31
INV0036694,5/4/2025,C0470,P049,1,1790.33,1790.33
INV0036695,4/1/2024,C1301,P072,1,1085.66,1085.66
INV0036696,6/22/2025,C1953,P050,1,717.44,717.44
INV0036697,5/6/2024,C1984,P023,2,671.66,1343.32
INV0036698,7/27/2025,C1166,P059,1,414.05,414.05
INV0036699,5/12/2025,C0073,P037,1,1471.13,1471.13
INV0036700,4/2/2024,C1117,P036,1,505.91,505.91
INV0036701,1/23/2024,C0170,P067,1,1157.93,1157.93
INV0036702,6/7/2024,C1370,P047,2,1479.53,2959.06
INV0036703,10/18/2023,C0133,P068,2,1594.04,3188.08
INV0036704,6/5/2025,C1673,P016,3,1146.85,3440.55
INV0036705,10/18/2023,C0002,P038,2,2331.73,4663.46
INV0036706,9/30/2023,C1568,P004,2,522.46,1044.92
INV0036707,10/31/2024,C1206,P076,1,239.87,239.87
INV0036708,6/26/2024,C0993,P034,1,383.59,383.59
INV0036709,3/24/2024,C0113,P078,1,663.96,663.96
INV0036710,10/23/2024,C1895,P036,2,505.91,1011.82
INV0036711,4/22/2024,C0388,P067,3,1157.93,3473.79
INV0036712,1/29/2025,C1059,P057,5,1318.78,6593.9
INV0036713,11/25/2023,C1296,P002,2,2202.24,4404.48
INV0036714,7/3/2024,C1373,P078,2,663.96,1327.92
INV0036715,2/3/2024,C0795,P017,4,22.3,89.2
INV0036716,7/25/2024,C0088,P068,2,1594.04,3188.08
INV0036717,3/3/2025,C0466,P056,2,71.66,143.32
INV0036718,7/27/2025,C0636,P062,4,24.32,97.28
INV0036719,12/4/2024,C0258,P037,1,1471.13,1471.13
INV0036720,7/15/2025,C1751,P066,5,18.45,92.25
INV0036721,2/21/2025,C0104,P045,3,727.33,2181.99
INV0036722,11/18/2023,C1641,P080,1,1674.29,1674.29
INV0036723,1/25/2024,C1139,P063,1,1819.9,1819.9
INV0036724,1/28/2025,C0021,P059,5,414.05,2070.25
INV0036725,6/30/2024,C1567,P030,2,8.15,16.3
INV0036726,1/6/2024,C0931,P027,3,1457.71,4373.13
INV0036727,11/15/2024,C1302,P005,3,9.36,28.08
INV0036728,6/12/2024,C1626,P051,2,45.11,90.22
INV0036729,9/4/2024,C1190,P078,4,663.96,2655.84
INV0036730,10/15/2023,C1867,P039,4,38.83,155.32
INV0036731,7/14/2024,C1868,P065,2,127.04,254.08
INV0036732,1/19/2025,C0474,P029,2,905.27,1810.54
INV0036733,2/18/2025,C0358,P027,2,1457.71,2915.42
INV0036734,4/22/2025,C0963,P079,4,453.25,1813
INV0036735,1/4/2024,C0112,P005,5,9.36,46.8
INV0036736,12/19/2024,C1127,P070,2,45.31,90.62
INV0036737,3/13/2024,C0506,P075,1,95.97,95.97
INV0036738,3/7/2025,C1876,P073,3,42.69,128.07
INV0036739,12/8/2024,C0410,P048,1,1036.36,1036.36
INV0036740,4/22/2025,C1752,P016,5,1146.85,5734.25
INV0036741,3/8/2024,C0832,P018,3,301.85,905.55
INV0036742,5/3/2025,C1683,P076,5,239.87,1199.35
INV0036743,4/5/2024,C0746,P020,1,746.91,746.91
INV0036744,6/28/2025,C1657,P068,1,1594.04,1594.04
INV0036745,3/31/2024,C0326,P052,3,54.83,164.49
INV0036746,10/22/2023,C1594,P067,3,1157.93,3473.79
INV0036747,3/27/2025,C1294,P069,1,466.09,466.09
INV0036748,10/5/2023,C1189,P027,2,1457.71,2915.42
INV0036749,11/16/2023,C0340,P061,4,341.1,1364.4
INV0036750,7/21/2024,C0241,P006,2,1118.54,2237.08
INV0036751,10/22/2023,C1810,P053,4,640.22,2560.88
INV0036752,7/6/2024,C1825,P071,5,38.6,193
INV0036753,1/2/2024,C0328,P038,3,2331.73,6995.19
INV0036754,1/16/2024,C1132,P060,3,48.02,144.06
INV0036755,12/9/2023,C0110,P031,3,956.84,2870.52
INV0036756,9/2/2023,C0973,P012,4,81.26,325.04
INV0036757,12/24/2024,C0490,P021,2,371.86,743.72
INV0036758,1/14/2024,C0153,P006,3,1118.54,3355.62
INV0036759,3/3/2024,C1026,P064,3,1264.97,3794.91
INV0036760,5/26/2025,C0479,P017,2,22.3,44.6
INV0036761,11/10/2023,C0686,P072,4,1085.66,4342.64
INV0036762,11/5/2024,C1069,P027,5,1457.71,7288.55
INV0036763,1/11/2024,C1002,P050,4,717.44,2869.76
INV0036764,11/10/2024,C1272,P045,2,727.33,1454.66
INV0036765,1/30/2025,C0530,P037,3,1471.13,4413.39
INV0036766,8/31/2023,C1059,P016,3,1146.85,3440.55
INV0036767,11/20/2023,C1074,P056,1,71.66,71.66
INV0036768,10/6/2023,C1583,P080,3,1674.29,5022.87
INV0036769,5/21/2024,C1922,P008,3,403.58,1210.74
INV0036770,12/28/2023,C1390,P007,4,1171.1,4684.4
INV0036771,12/15/2024,C1957,P059,5,414.05,2070.25
INV0036772,12/1/2024,C1894,P021,1,371.86,371.86
INV0036773,8/9/2024,C0233,P026,2,15.09,30.18
INV0036774,1/4/2024,C1118,P011,4,49.79,199.16
INV0036775,12/15/2024,C0764,P048,4,1036.36,4145.44
INV0036776,11/5/2024,C0985,P063,2,1819.9,3639.8
INV0036777,1/25/2025,C0552,P029,2,905.27,1810.54
INV0036778,2/28/2025,C1010,P055,5,918.47,4592.35
INV0036779,12/29/2023,C0486,P014,2,388.53,777.06
INV0036780,11/22/2023,C1863,P051,5,45.11,225.55
INV0036781,3/10/2024,C1974,P052,5,54.83,274.15
INV0036782,11/8/2024,C1992,P052,3,54.83,164.49
INV0036783,12/7/2023,C0531,P027,2,1457.71,2915.42
INV0036784,1/13/2025,C1924,P068,1,1594.04,1594.04
INV0036785,4/16/2025,C1773,P061,3,341.1,1023.3
INV0036786,3/17/2024,C0058,P041,4,428.55,1714.2
INV0036787,5/3/2025,C0658,P051,2,45.11,90.22
INV0036788,4/26/2025,C1695,P001,2,766.52,1533.04
INV0036789,10/11/2024,C1504,P063,4,1819.9,7279.6
INV0036790,5/30/2025,C0421,P035,1,159.09,159.09
INV0036791,8/24/2023,C0166,P063,2,1819.9,3639.8
INV0036792,5/17/2025,C1898,P040,1,621.13,621.13
INV0036793,7/17/2024,C0645,P060,2,48.02,96.04
INV0036794,11/1/2023,C1624,P067,4,1157.93,4631.72
INV0036795,10/5/2024,C1636,P054,1,187.68,187.68
INV0036796,1/5/2024,C1582,P053,5,640.22,3201.1
INV0036797,11/6/2023,C1016,P005,4,9.36,37.44
INV0036798,7/6/2024,C1299,P037,2,1471.13,2942.26
INV0036799,8/1/2024,C0384,P039,1,38.83,38.83
INV0036800,8/7/2025,C0085,P003,3,64.03,192.09
INV0036801,2/29/2024,C0356,P036,1,505.91,505.91
INV0036802,3/9/2025,C0948,P018,3,301.85,905.55
INV0036803,8/17/2024,C0557,P008,2,403.58,807.16
INV0036804,11/14/2023,C0183,P001,1,766.52,766.52
INV0036805,10/26/2023,C1354,P039,2,38.83,77.66
INV0036806,8/1/2025,C0246,P041,1,428.55,428.55
INV0036807,3/3/2025,C1025,P014,4,388.53,1554.12
INV0036808,11/3/2024,C0901,P076,3,239.87,719.61
INV0036809,7/30/2024,C0601,P020,1,746.91,746.91
INV0036810,6/22/2024,C1398,P015,5,79.62,398.1
INV0036811,4/12/2024,C0784,P013,3,35.78,107.34
INV0036812,10/21/2023,C1453,P016,3,1146.85,3440.55
INV0036813,6/5/2024,C1247,P011,3,49.79,149.37
INV0036814,2/25/2024,C1948,P068,3,1594.04,4782.12
INV0036815,11/26/2023,C1669,P040,3,621.13,1863.39
INV0036816,7/5/2024,C1974,P072,2,1085.66,2171.32
INV0036817,1/31/2024,C0813,P059,2,414.05,828.1
INV0036818,11/29/2024,C0322,P079,2,453.25,906.5
INV0036819,8/12/2025,C1107,P065,1,127.04,127.04
INV0036820,8/8/2025,C1589,P028,2,106.3,212.6
INV0036821,9/5/2023,C0632,P003,1,64.03,64.03
INV0036822,11/26/2024,C0042,P075,5,95.97,479.85
INV0036823,4/29/2025,C0401,P024,1,37.59,37.59
INV0036824,12/29/2023,C1195,P070,4,45.31,181.24
INV0036825,7/11/2025,C1765,P027,2,1457.71,2915.42
INV0036826,6/13/2025,C0313,P031,2,956.84,1913.68
INV0036827,3/16/2024,C0827,P047,4,1479.53,5918.12
INV0036828,9/8/2023,C0324,P076,4,239.87,959.48
INV0036829,11/22/2024,C0111,P039,2,38.83,77.66
INV0036830,11/29/2023,C0169,P042,3,25.06,75.18
INV0036831,1/6/2024,C1343,P030,2,8.15,16.3
INV0036832,4/13/2025,C1479,P017,3,22.3,66.9
INV0036833,9/10/2024,C0460,P002,1,2202.24,2202.24
INV0036834,1/24/2025,C2000,P017,1,22.3,22.3
INV0036835,6/23/2025,C0642,P068,5,1594.04,7970.2
INV0036836,5/31/2025,C1388,P013,4,35.78,143.12
INV0036837,2/16/2024,C1700,P075,4,95.97,383.88
INV0036838,5/5/2024,C0853,P013,3,35.78,107.34
INV0036839,8/17/2025,C1287,P024,3,37.59,112.77
INV0036840,7/2/2025,C1604,P056,1,71.66,71.66
INV0036841,8/8/2024,C1578,P071,2,38.6,77.2
INV0036842,5/18/2024,C1785,P073,3,42.69,128.07
INV0036843,8/13/2025,C0036,P065,2,127.04,254.08
INV0036844,8/22/2023,C0080,P041,2,428.55,857.1
INV0036845,6/14/2025,C1813,P053,3,640.22,1920.66
INV0036846,5/2/2025,C0834,P012,3,81.26,243.78
INV0036847,7/21/2024,C0124,P050,3,717.44,2152.32
INV0036848,4/5/2025,C0238,P025,1,1008.24,1008.24
INV0036849,12/18/2024,C0834,P060,1,48.02,48.02
INV0036850,6/12/2025,C1203,P018,1,301.85,301.85
INV0036851,12/29/2024,C1133,P020,2,746.91,1493.82
INV0036852,5/6/2025,C1644,P067,4,1157.93,4631.72
INV0036853,8/17/2024,C1553,P008,1,403.58,403.58
INV0036854,2/20/2025,C1767,P033,1,15.22,15.22
INV0036855,8/16/2025,C0277,P055,2,918.47,1836.94
INV0036856,9/3/2023,C0637,P069,4,466.09,1864.36
INV0036857,6/24/2024,C1883,P025,3,1008.24,3024.72
INV0036858,8/2/2024,C0416,P043,4,832.69,3330.76
INV0036859,6/22/2025,C0003,P017,2,22.3,44.6
INV0036860,8/28/2024,C1107,P059,1,414.05,414.05
INV0036861,5/20/2025,C1648,P003,2,64.03,128.06
INV0036862,4/29/2024,C0161,P076,2,239.87,479.74
INV0036863,3/5/2025,C0571,P021,2,371.86,743.72
INV0036864,2/18/2024,C1597,P045,4,727.33,2909.32
INV0036865,10/17/2023,C0311,P020,1,746.91,746.91
INV0036866,10/7/2024,C0718,P065,3,127.04,381.12
INV0036867,6/24/2024,C1307,P001,4,766.52,3066.08
INV0036868,1/10/2025,C1702,P048,5,1036.36,5181.8
INV0036869,8/29/2023,C1738,P045,1,727.33,727.33
INV0036870,5/21/2025,C0976,P040,5,621.13,3105.65
INV0036871,6/2/2024,C1254,P025,1,1008.24,1008.24
INV0036872,6/28/2025,C1297,P055,2,918.47,1836.94
INV0036873,11/5/2023,C1283,P072,3,1085.66,3256.98
INV0036874,3/18/2024,C1541,P080,5,1674.29,8371.45
INV0036875,8/29/2024,C0389,P026,3,15.09,45.27
INV0036876,10/19/2023,C1617,P018,4,301.85,1207.4
INV0036877,11/30/2023,C0060,P042,4,25.06,100.24
INV0036878,7/30/2024,C0332,P079,4,453.25,1813
INV0036879,5/14/2024,C1435,P035,1,159.09,159.09
INV0036880,4/14/2025,C0008,P012,5,81.26,406.3
INV0036881,10/13/2023,C1671,P036,3,505.91,1517.73
INV0036882,3/6/2025,C0542,P030,3,8.15,24.45
INV0036883,3/16/2024,C0584,P079,2,453.25,906.5
INV0036884,6/30/2025,C0116,P040,5,621.13,3105.65
INV0036885,12/19/2023,C0581,P009,2,661.99,1323.98
INV0036886,3/29/2024,C0100,P027,1,1457.71,1457.71
INV0036887,7/29/2025,C1735,P070,2,45.31,90.62
INV0036888,12/29/2023,C0061,P053,3,640.22,1920.66
INV0036889,7/20/2025,C1546,P018,4,301.85,1207.4
INV0036890,11/1/2023,C1078,P033,4,15.22,60.88
INV0036891,2/6/2024,C0274,P022,1,838.55,838.55
INV0036892,1/10/2025,C1189,P025,1,1008.24,1008.24
INV0036893,4/25/2025,C1522,P035,1,159.09,159.09
INV0036894,4/7/2024,C1116,P056,1,71.66,71.66
INV0036895,5/23/2024,C0870,P061,4,341.1,1364.4
INV0036896,4/10/2024,C0668,P064,4,1264.97,5059.88
INV0036897,10/6/2023,C1335,P051,3,45.11,135.33
INV0036898,1/30/2025,C0841,P026,1,15.09,15.09
INV0036899,4/11/2024,C0517,P042,1,25.06,25.06
INV0036900,4/28/2025,C0972,P056,5,71.66,358.3
INV0036901,1/23/2024,C1291,P058,1,19.95,19.95
INV0036902,8/27/2023,C1329,P043,4,832.69,3330.76
INV0036903,11/26/2023,C1876,P015,1,79.62,79.62
INV0036904,10/21/2023,C1970,P045,4,727.33,2909.32
INV0036905,7/24/2025,C1345,P045,3,727.33,2181.99
INV0036906,3/26/2024,C1755,P042,2,25.06,50.12
INV0036907,4/19/2024,C1108,P001,2,766.52,1533.04
INV0036908,6/16/2024,C1568,P061,1,341.1,341.1
INV0036909,1/29/2025,C0937,P072,1,1085.66,1085.66
INV0036910,8/26/2024,C1968,P008,5,403.58,2017.9
INV0036911,10/20/2024,C0444,P035,4,159.09,636.36
INV0036912,3/30/2024,C0934,P058,2,19.95,39.9
INV0036913,3/12/2024,C1169,P022,4,838.55,3354.2
INV0036914,7/9/2024,C1415,P071,4,38.6,154.4
INV0036915,11/16/2023,C1190,P037,1,1471.13,1471.13
INV0036916,3/31/2024,C1695,P074,2,1335.23,2670.46
INV0036917,7/16/2024,C1871,P034,3,383.59,1150.77
INV0036918,12/30/2023,C0847,P078,4,663.96,2655.84
INV0036919,2/17/2024,C1156,P070,5,45.31,226.55
INV0036920,12/3/2023,C0335,P038,4,2331.73,9326.92
INV0036921,2/23/2025,C0714,P064,2,1264.97,2529.94
INV0036922,1/31/2025,C0070,P041,2,428.55,857.1
INV0036923,7/18/2025,C0619,P066,1,18.45,18.45
INV0036924,1/8/2024,C1711,P067,2,1157.93,2315.86
INV0036925,2/28/2025,C0565,P044,1,29.11,29.11
INV0036926,5/23/2025,C1556,P057,1,1318.78,1318.78
INV0036927,7/16/2025,C1202,P011,1,49.79,49.79
INV0036928,1/21/2024,C1366,P049,2,1790.33,3580.66
INV0036929,10/16/2024,C1709,P004,5,522.46,2612.3
INV0036930,2/1/2024,C0400,P063,2,1819.9,3639.8
INV0036931,6/27/2024,C1422,P065,2,127.04,254.08
INV0036932,8/14/2024,C0344,P055,3,918.47,2755.41
INV0036933,9/20/2023,C1737,P047,1,1479.53,1479.53
INV0036934,7/4/2024,,,2,2107.87,4215.74
INV0036935,6/12/2024,C0350,P011,2,49.79,99.58
INV0036936,8/24/2024,C0112,P029,1,905.27,905.27
INV0036937,4/26/2025,C0386,P076,5,239.87,1199.35
INV0036938,5/27/2024,C1185,P074,3,1335.23,4005.69
INV0036939,4/4/2024,C0742,P012,3,81.26,243.78
INV0036940,7/15/2025,C0217,P063,4,1819.9,7279.6
INV0036941,4/15/2025,C1112,P050,5,717.44,3587.2
INV0036942,9/19/2024,C1329,P074,4,1335.23,5340.92
INV0036943,9/17/2024,C1076,P073,1,42.69,42.69
INV0036944,10/7/2024,C1130,P007,2,1171.1,2342.2
INV0036945,5/23/2024,C0739,P033,5,15.22,76.1
INV0036946,5/29/2024,C0565,P070,1,45.31,45.31
INV0036947,2/23/2025,C0880,P073,2,42.69,85.38
INV0036948,3/4/2024,C1345,P047,1,1479.53,1479.53
INV0036949,6/22/2025,C1197,P016,3,1146.85,3440.55
INV0036950,7/15/2025,C0519,P015,1,79.62,79.62
INV0036951,7/21/2024,C0528,P069,1,466.09,466.09
INV0036952,2/25/2024,C0098,P071,5,38.6,193
INV0036953,9/4/2024,C1592,P009,4,661.99,2647.96
INV0036954,6/3/2024,C1068,P061,5,341.1,1705.5
INV0036955,2/12/2025,C0502,P078,1,663.96,663.96
INV0036956,3/26/2024,C0155,P064,4,1264.97,5059.88
INV0036957,4/8/2025,C1859,P034,5,383.59,1917.95
INV0036958,1/22/2025,C0594,P052,1,54.83,54.83
INV0036959,11/28/2023,C0309,P036,5,505.91,2529.55
INV0036960,10/17/2024,C1834,P044,3,29.11,87.33
INV0036961,9/20/2023,C1166,P059,3,414.05,1242.15
INV0036962,1/3/2025,C0435,P059,5,414.05,2070.25
INV0036963,10/17/2023,C0949,P022,4,838.55,3354.2
INV0036964,12/30/2024,C0762,P056,1,71.66,71.66
INV0036965,1/14/2025,C1145,P041,2,428.55,857.1
INV0036966,12/17/2024,C1919,P066,2,18.45,36.9
INV0036967,3/22/2025,C0875,P026,2,15.09,30.18
INV0036968,2/28/2025,C1554,P050,4,717.44,2869.76
INV0036969,11/15/2023,C1770,P038,4,2331.73,9326.92
INV0036970,11/29/2023,C1527,P033,4,15.22,60.88
INV0036971,1/4/2024,C0036,P080,1,1674.29,1674.29
INV0036972,8/2/2025,C1917,P071,1,38.6,38.6
INV0036973,5/15/2024,C0975,P013,4,35.78,143.12
INV0036974,3/11/2024,C0637,P040,5,621.13,3105.65
INV0036975,10/12/2024,C0028,P054,3,187.68,563.04
INV0036976,7/17/2025,C1159,P025,5,1008.24,5041.2
INV0036977,12/18/2023,C1332,P025,1,1008.24,1008.24
INV0036978,10/11/2023,C1876,P079,1,453.25,453.25
INV0036979,11/22/2023,C0605,P033,1,15.22,15.22
INV0036980,12/3/2023,C1634,P078,1,663.96,663.96
INV0036981,6/13/2024,C0521,P080,5,1674.29,8371.45
INV0036982,1/18/2025,C1060,P055,2,918.47,1836.94
INV0036983,4/16/2025,C0900,P053,4,640.22,2560.88
INV0036984,12/24/2024,C0470,P050,1,717.44,717.44
INV0036985,10/20/2023,C1916,P009,4,661.99,2647.96
INV0036986,12/23/2023,C0868,P041,5,428.55,2142.75
INV0036987,2/20/2024,C1640,P066,5,18.45,92.25
INV0036988,8/1/2025,C1686,P080,3,1674.29,5022.87
INV0036989,5/28/2025,C1832,P075,2,95.97,191.94
INV0036990,9/27/2023,C0211,P074,3,1335.23,4005.69
INV0036991,5/13/2025,C0240,P037,5,1471.13,7355.65
INV0036992,2/4/2024,C1522,P038,2,2331.73,4663.46
INV0036993,12/12/2023,C1481,P030,3,8.15,24.45
INV0036994,10/29/2024,C0322,P012,4,81.26,325.04
INV0036995,2/26/2024,C0731,P006,3,1118.54,3355.62
INV0036996,10/30/2024,C1149,P069,3,466.09,1398.27
INV0036997,2/10/2024,C0845,P080,5,1674.29,8371.45
INV0036998,2/7/2024,C1449,P064,3,1264.97,3794.91
INV0036999,2/24/2025,C1919,P046,1,255.6,255.6
INV0037000,11/18/2024,C0838,P046,3,255.6,766.8
INV0037001,5/4/2024,C1633,P067,4,1157.93,4631.72
INV0037002,11/11/2024,C1480,P052,2,54.83,109.66
INV0037003,2/5/2025,C1878,P074,3,1335.23,4005.69
INV0037004,12/5/2023,C0890,P051,2,45.11,90.22
INV0037005,5/22/2025,C0971,P040,1,621.13,621.13
INV0037006,3/29/2025,C1873,P043,4,832.69,3330.76
INV0037007,2/11/2024,C0823,P008,1,403.58,403.58
INV0037008,7/5/2024,C0629,P017,3,22.3,66.9
INV0037009,12/29/2023,C1588,P025,4,1008.24,4032.96
INV0037010,8/13/2025,C0863,P027,4,1457.71,5830.84
INV0037011,9/1/2024,C0042,P035,1,159.09,159.09
INV0037012,4/28/2025,C1050,P040,5,621.13,3105.65
INV0037013,12/13/2024,C0970,P073,3,42.69,128.07
INV0037014,6/11/2025,C1571,P039,4,38.83,155.32
INV0037015,9/24/2023,C1859,P077,3,825.61,2476.83
INV0037016,11/5/2023,C1811,P015,4,79.62,318.48
INV0037017,11/25/2024,C0976,P040,2,621.13,1242.26
INV0037018,1/8/2024,C1323,P014,4,388.53,1554.12
INV0037019,8/10/2024,C1430,P011,3,49.79,149.37
INV0037020,1/16/2025,C1482,P006,2,1118.54,2237.08
INV0037021,8/19/2023,C1269,P034,1,383.59,383.59
INV0037022,2/27/2025,C0761,P062,4,24.32,97.28
INV0037023,8/13/2024,C1887,P069,1,466.09,466.09
INV0037024,10/6/2024,C1091,P018,4,301.85,1207.4
INV0037025,2/10/2025,C0107,P005,3,9.36,28.08
INV0037026,11/10/2023,C0038,P066,2,18.45,36.9
INV0037027,9/4/2023,C1788,P034,3,383.59,1150.77
INV0037028,12/25/2023,C0026,P050,3,717.44,2152.32
INV0037029,10/23/2023,C0238,P039,4,38.83,155.32
INV0037030,3/9/2024,C1206,P068,2,1594.04,3188.08
INV0037031,5/3/2024,C0144,P006,3,1118.54,3355.62
INV0037032,6/14/2024,C1820,P063,3,1819.9,5459.7
INV0037033,1/27/2025,C1770,P061,5,341.1,1705.5
INV0037034,2/12/2025,C0010,P054,3,187.68,563.04
INV0037035,1/26/2024,C1035,P021,2,371.86,743.72
INV0037036,12/9/2024,C0526,P058,3,19.95,59.85
INV0037037,1/21/2024,C0787,P021,4,371.86,1487.44
INV0037038,5/27/2024,C1473,P046,4,255.6,1022.4
INV0037039,9/15/2024,C1173,P027,4,1457.71,5830.84
INV0037040,12/11/2023,,,1,42.98,42.98
INV0037041,7/1/2024,C0049,P056,5,71.66,358.3
INV0037042,4/6/2025,C1149,P009,3,661.99,1985.97
INV0037043,1/13/2025,C1494,P073,5,42.69,213.45
INV0037044,10/15/2024,C1934,P019,2,42.98,85.96
INV0037045,9/29/2024,C1671,P055,4,918.47,3673.88
INV0037046,11/15/2024,C0693,P019,1,42.98,42.98
INV0037047,12/24/2023,C0381,P034,3,383.59,1150.77
INV0037048,8/14/2024,C0826,P006,2,1118.54,2237.08
INV0037049,2/14/2025,C0690,P003,2,64.03,128.06
INV0037050,10/11/2024,C0710,P058,3,19.95,59.85
INV0037051,11/29/2024,C0754,P046,1,255.6,255.6
INV0037052,3/26/2025,C0136,P055,5,918.47,4592.35
INV0037053,9/9/2024,C1199,P017,2,22.3,44.6
INV0037054,4/16/2024,C0787,P044,5,29.11,145.55
INV0037055,7/20/2025,C1315,P053,1,640.22,640.22
INV0037056,8/8/2024,C0136,P054,4,187.68,750.72
INV0037057,11/12/2023,C0103,P036,4,505.91,2023.64
INV0037058,12/14/2023,C0858,P041,2,428.55,857.1
INV0037059,12/13/2023,C0435,P073,5,42.69,213.45
INV0037060,7/7/2024,C0625,P055,1,918.47,918.47
INV0037061,8/7/2025,C1135,P054,3,187.68,563.04
INV0037062,9/11/2024,C1239,P014,3,388.53,1165.59
INV0037063,8/19/2023,C0508,P057,3,1318.78,3956.34
INV0037064,1/31/2025,,,4,1790.33,7161.32
INV0037065,1/30/2025,C0169,P048,1,1036.36,1036.36
INV0037066,10/15/2023,C0219,P016,3,1146.85,3440.55
INV0037067,12/29/2024,C0432,P060,5,48.02,240.1
INV0037068,10/27/2023,C0962,P057,5,1318.78,6593.9
INV0037069,2/17/2025,C0174,P006,3,1118.54,3355.62
INV0037070,5/11/2025,C1937,P079,5,453.25,2266.25
INV0037071,1/20/2024,C0493,P034,5,383.59,1917.95
INV0037072,7/8/2024,C0723,P028,5,106.3,531.5
INV0037073,2/22/2025,C0623,P056,2,71.66,143.32
INV0037074,3/29/2024,C1426,P042,1,25.06,25.06
INV0037075,7/12/2025,C1619,P030,3,8.15,24.45
INV0037076,5/16/2024,C1605,P022,2,838.55,1677.1
INV0037077,3/4/2024,C0932,P004,2,522.46,1044.92
INV0037078,7/22/2025,C1533,P021,1,371.86,371.86
INV0037079,7/11/2025,C0058,P047,4,1479.53,5918.12
INV0037080,10/30/2024,C1607,P066,4,18.45,73.8
INV0037081,6/26/2024,C1501,P021,3,371.86,1115.58
INV0037082,2/24/2025,C1667,P059,5,414.05,2070.25
INV0037083,9/30/2024,C1000,P002,4,2202.24,8808.96
INV0037084,5/4/2025,C0726,P020,1,746.91,746.91
INV0037085,7/5/2025,C0663,P050,5,717.44,3587.2
INV0037086,8/16/2025,C1049,P060,1,48.02,48.02
INV0037087,6/1/2024,C0847,P045,3,727.33,2181.99
INV0037088,3/27/2025,C1013,P068,3,1594.04,4782.12
INV0037089,11/27/2024,C1796,P044,5,29.11,145.55
INV0037090,8/1/2024,C1255,P008,2,403.58,807.16
INV0037091,7/29/2024,C1911,P068,2,1594.04,3188.08
INV0037092,8/7/2025,C0219,P014,5,388.53,1942.65
INV0037093,1/15/2024,C0942,P051,5,45.11,225.55
INV0037094,12/17/2024,C1741,P063,3,1819.9,5459.7
INV0037095,4/7/2025,C1023,P020,1,746.91,746.91
INV0037096,1/24/2025,C1344,P012,1,81.26,81.26
INV0037097,8/24/2023,C0348,P057,3,1318.78,3956.34
INV0037098,4/5/2024,C1022,P029,2,905.27,1810.54
INV0037099,9/30/2023,C1893,P062,5,24.32,121.6
INV0037100,3/26/2025,C0043,P022,3,838.55,2515.65
INV0037101,11/4/2024,,,2,1264.97,2529.94
INV0037102,5/18/2024,C1257,P022,3,838.55,2515.65
INV0037103,12/28/2024,C1490,P057,3,1318.78,3956.34
INV0037104,5/23/2025,C0440,P034,5,383.59,1917.95
INV0037105,4/6/2024,C0662,P002,2,2202.24,4404.48
INV0037106,7/30/2025,C1914,P046,3,255.6,766.8
INV0037107,11/9/2024,C1538,P046,3,255.6,766.8
INV0037108,1/4/2025,C0888,P016,5,1146.85,5734.25
INV0037109,10/22/2024,C0135,P061,3,341.1,1023.3
INV0037110,8/24/2023,C0998,P003,2,64.03,128.06
INV0037111,3/22/2024,C1725,P050,1,717.44,717.44
INV0037112,5/3/2025,C1260,P036,1,505.91,505.91
INV0037113,2/23/2025,C0880,P068,3,1594.04,4782.12
INV0037114,11/15/2024,C1951,P004,4,522.46,2089.84
INV0037115,10/8/2024,C1726,P013,3,35.78,107.34
INV0037116,11/21/2024,C1519,P069,4,466.09,1864.36
INV0037117,2/4/2024,C1070,P039,2,38.83,77.66
INV0037118,5/10/2025,C1107,P018,5,301.85,1509.25
INV0037119,8/1/2024,C0944,P009,2,661.99,1323.98
INV0037120,6/22/2025,C0842,P051,5,45.11,225.55
INV0037121,4/10/2024,C1065,P077,4,825.61,3302.44
INV0037122,7/7/2024,C0026,P040,4,621.13,2484.52
INV0037123,4/28/2025,C0879,P078,3,663.96,1991.88
INV0037124,2/7/2025,C1491,P075,5,95.97,479.85
INV0037125,11/19/2024,C1861,P074,3,1335.23,4005.69
INV0037126,5/21/2025,C1649,P022,5,838.55,4192.75
INV0037127,4/14/2025,C0974,P041,4,428.55,1714.2
INV0037128,7/3/2025,C0120,P015,2,79.62,159.24
INV0037129,7/23/2025,C0578,P016,3,1146.85,3440.55
INV0037130,5/4/2024,C0235,P017,1,22.3,22.3
INV0037131,11/19/2024,C0511,P053,4,640.22,2560.88
INV0037132,4/12/2024,C0195,P071,4,38.6,154.4
INV0037133,8/5/2025,C1806,P020,5,746.91,3734.55
INV0037134,7/11/2025,C1690,P076,5,239.87,1199.35
INV0037135,1/25/2024,C1984,P001,4,766.52,3066.08
INV0037136,7/26/2025,C1601,P049,3,1790.33,5370.99
INV0037137,6/11/2025,C0213,P050,2,717.44,1434.88
INV0037138,6/29/2025,C0118,P073,3,42.69,128.07
INV0037139,4/15/2024,C1575,P077,5,825.61,4128.05
INV0037140,4/9/2025,C1370,P012,3,81.26,243.78
